message,can_id_hex,can_id_decimal,is_extended_frame,frame_bytes,senders,receivers,cycle_time_ms,comment,source_dbc,source_sha256
TCU14,0x502,1282,False,4,"[""TCU""]","[""CLU"", ""EMS"", ""ESC"", ""LVR""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
ECS11,0x501,1281,False,3,"[""ECS""]","[""CLU"", ""CUBIS"", ""IBOX""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
CLU_CFG11,0x400,1024,False,2,"[""CLU""]","[""_4WD""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
ACU14,0x500,1280,False,1,"[""ACU""]","[""BCM"", ""CLU""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
EMS20,0x200,512,False,6,"[""EMS""]","[""FPCM"", ""IBOX"", ""XXX""]",,Contains signal with gear shifter. Used by fuel cell hydrogen-powered (FCEV) cars such as the 2021 Hyundai Nexo.,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
FCA11,0x38D,909,False,8,"[""FCA""]","[""ACU"", ""CLU"", ""ESC"", ""XXX"", ""iBAU""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
HDA11_MFC,0x484,1156,False,8,"[""XXX""]","[""XXX""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
FCA12,0x483,1155,False,8,"[""FCA""]","[""CGW"", ""CLU"", ""ESC""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
FRT_RADAR11,0x4A2,1186,False,2,"[""FCA""]","[""ESC"", ""LDWS_LKAS"", ""LDW_LKA""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
SCC14,0x389,905,False,8,"[""SCC""]","[""CLU"", ""ESC"", ""HUD"", ""LDWS_LKAS""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
LFAHDA_MFC,0x485,1157,False,4,"[""XXX""]","[""XXX""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
BCM_PO_11,0x391,913,False,8,[],"[""PT_ESC_ABS"", ""XXX""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
LABEL11,0x592,1426,False,8,"[""XXX""]","[""XXX""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
WHL_SPD12_FS,0x38E,910,False,5,"[""iBAU""]",[],,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
WHL_SPD13_FS,0x38F,911,False,5,"[""iBAU""]",[],,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
ADAS_PRK_11,0x361,865,False,8,"[""ADAS_PRK""]",[],,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
ELECT_GEAR,0x372,882,False,8,"[""XXX""]","[""CLU""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
E_EMS11,0x371,881,False,8,"[""XXX""]","[""XXX""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
EV_PC6,0x54B,1355,False,8,"[""CGW""]",[],,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
EV_PC2,0x596,1430,False,8,"[""CGW""]",[],,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
EV_PC10,0x5FF,1535,False,8,"[""CGW""]",[],,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
RSPA11,0x38C,908,False,8,"[""RSPA""]","[""XXX""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
S_MDPS11,0x392,914,False,8,"[""XXX""]","[""XXX""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
S_MDPS12,0x165,357,False,8,"[""XXX""]","[""XXX""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
AHB1,0x160,352,False,8,"[""iBAU""]","[""CGW"", ""CLU""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
MFC_4a7,0x4A7,1191,False,8,"[""XXX""]","[""XXX""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
BCA11,0x48A,1162,False,8,"[""BCW""]","[""CLU"", ""iBAU""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
P_STS,0x470,1136,False,8,"[""CGW""]","[""BCW"", ""EPB"", ""FCA"", ""MDPS"", ""SCC"", ""iBAU""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
YRS11,0x130,304,False,8,"[""ACU""]","[""CGW"", ""iBAU""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
YRS12,0x140,320,False,8,"[""ACU""]","[""CGW"", ""iBAU""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
YRS13,0x495,1173,False,8,"[""ACU""]","[""iBAU""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
EMS_366,0x366,870,False,8,"[""EMS""]","[""MDPS"", ""XXX""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
M_356,0x356,854,False,8,"[""XXX""]","[""XXX""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
ICM_412h,0x412,1042,False,8,"[""ICM""]",[],,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
Navi_HU,0x544,1348,False,8,"[""XXX""]","[""XXX""]",,,hyundai_kia_generic.dbc,b6c4a670ceaaacd5ff6326c9f2148df57138200b44513cce6848d951b135be0d
